"","Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10","Var11","Var12","Var13","Var14","Var15","Var16","Var17","Var18","Var19","Freq"
"1369","middle age","Female","Non-Hispanic White","College Graduate or above","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1370","middle age","Female","Non-Hispanic Black","College Graduate or above","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1371","older adult","Female","Non-Hispanic White","Some college","Previously Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1372","older adult","Female","Non-Hispanic White","College Graduate or above","Previously Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1373","older adult","Female","Non-Hispanic Black","College Graduate or above","Previously Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1374","middle age","Female","Hispanic","Less than High School","Previously Married","Poverty Index <= 1.3","Not Covered","None","Yes","Sometimes true","Never true","Yes","No","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1375","young adult-2","Male","Hispanic","High School/GED","Never Married","Poverty Index <= 1.3","Covered","1","No","Never true","Never true","Yes","No","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1376","older adult","Female","Non-Hispanic White","College Graduate or above","Previously Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","Yes","No","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1377","older adult","Male","Non-Hispanic White","College Graduate or above","Married","Poverty Index > 1.85","Covered","13 or more","No","Never true","Never true","Yes","No","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1378","middle age","Male","Hispanic","High School/GED","Married","Poverty Index <= 1.3","Covered","2 to 3","Yes","Sometimes true","Sometimes true","No","No","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1379","middle age","Female","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","2 to 3","No","Sometimes true","Sometimes true","No","No","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1380","middle age","Female","Non-Hispanic White","Some college","Previously Married","Poverty Index > 1.85","Covered","None","No","Often True","Never true","No","No","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1381","young adult-2","Male","Non-Hispanic White","College Graduate or above","Married","Poverty Index <= 1.3","Not Covered","None","No","Never true","Never true","No","No","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1382","young adult-2","Male","Hispanic","High School/GED","Married","Poverty Index in (1.30, 1.85)","Not Covered","None","No","Never true","Never true","No","No","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1383","middle age","Male","Hispanic","Some college","Married","Poverty Index > 1.85","Not Covered","None","No","Never true","Never true","No","No","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1384","middle age","Female","Hispanic","Less than High School","Previously Married","Poverty Index > 1.85","Not Covered","None","No","Never true","Never true","No","No","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1385","middle age","Male","Non-Hispanic White","Some college","Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","No","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1386","older adult","Male","Non-Hispanic White","Some college","Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","No","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1387","older adult","Male","Hispanic","College Graduate or above","Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","No","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1388","middle age","Male","Non-Hispanic Black","College Graduate or above","Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","No","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1389","older adult","Female","Non-Hispanic White","Some college","Previously Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","No","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1390","older adult","Female","Non-Hispanic White","High School/GED","Never Married","Poverty Index <= 1.3","Covered","2 to 3","No","Never true","Never true","No","No","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1391","middle age","Male","Non-Hispanic White","College Graduate or above","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","No","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1392","older adult","Female","Non-Hispanic White","College Graduate or above","Previously Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","No","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1393","middle age","Male","Non-Hispanic Black","Some college","Married","Poverty Index <= 1.3","Covered","4 to 9","No","Never true","Never true","No","No","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1394","older adult","Male","Non-Hispanic White","High School/GED","Married","Poverty Index <= 1.3","Covered","10 to 12","No","Never true","Never true","No","No","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1395","older adult","Female","Non-Hispanic White","Less than High School","Married","Poverty Index <= 1.3","Covered","10 to 12","No","Never true","Never true","No","No","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1396","middle age","Female","Non-Hispanic White","Less than High School","Married","Poverty Index > 1.85","Covered","10 to 12","No","Never true","Never true","No","No","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1397","young adult-2","Female","Non-Hispanic White","Less than High School","Married","Poverty Index <= 1.3","Not Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","Yes","Never","More than Weekly","No","No",1
"1398","older adult","Female","Non-Hispanic Black","Less than High School","Previously Married","Poverty Index <= 1.3","Covered","2 to 3","Yes","Often True","Often True","Yes","Yes","Not at Risk","No","Never","More than Weekly","No","No",1
"1399","young adult-2","Female","Non-Hispanic Black","High School/GED","Married","Poverty Index > 1.85","Covered","2 to 3","Yes","Sometimes true","Sometimes true","No","Yes","Not at Risk","No","Never","More than Weekly","No","No",1
"1400","young adult-2","Female","Non-Hispanic Black","College Graduate or above","Married","Poverty Index <= 1.3","Not Covered","2 to 3","Yes","Never true","Never true","No","Yes","Not at Risk","No","Never","More than Weekly","No","No",1
"1401","middle age","Female","Non-Hispanic Black","Some college","Previously Married","Poverty Index > 1.85","Not Covered","4 to 9","No","Never true","Never true","No","Yes","Not at Risk","No","Never","More than Weekly","No","No",1
"1402","older adult","Female","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","None","No","Never true","Never true","No","No","Not at Risk","No","Never","More than Weekly","No","No",1
"1403","middle age","Female","Non-Hispanic Black","Some college","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","No","Not at Risk","No","Never","More than Weekly","No","No",2
"1404","middle age","Female","Hispanic","High School/GED","Married","Poverty Index <= 1.3","Covered","2 to 3","Yes","Sometimes true","Sometimes true","Yes","Yes","At Risk","No","Never","More than Weekly","No","No",1
"1405","middle age","Female","Hispanic","College Graduate or above","Married","Poverty Index <= 1.3","Not Covered","4 to 9","Yes","Never true","Never true","Yes","Yes","At Risk","No","Never","More than Weekly","No","No",1
"1406","middle age","Female","Non-Hispanic White","Less than High School","Previously Married","Poverty Index <= 1.3","Covered","4 to 9","Yes","Never true","Never true","Yes","Yes","At Risk","No","Never","More than Weekly","No","No",1
"1407","middle age","Female","Non-Hispanic White","Some college","Married","Poverty Index <= 1.3","Covered","4 to 9","No","Never true","Never true","Yes","Yes","At Risk","No","Never","More than Weekly","No","No",1
"1408","older adult","Female","Hispanic","High School/GED","Previously Married","Poverty Index <= 1.3","Covered","2 to 3","No","Sometimes true","Sometimes true","No","Yes","At Risk","No","Never","More than Weekly","No","No",1
"1409","older adult","Female","Other","High School/GED","Previously Married","Poverty Index <= 1.3","Covered","4 to 9","No","Sometimes true","Sometimes true","No","Yes","At Risk","No","Never","More than Weekly","No","No",1
"1410","middle age","Male","Hispanic","Less than High School","Married","Poverty Index <= 1.3","Covered","4 to 9","Yes","Never true","Never true","No","Yes","At Risk","No","Never","More than Weekly","No","No",1
"1411","older adult","Female","Non-Hispanic Black","Some college","Previously Married","Poverty Index > 1.85","Covered","13 or more","Yes","Never true","Never true","No","Yes","At Risk","No","Never","More than Weekly","No","No",1
"1412","middle age","Female","Non-Hispanic Black","High School/GED","Previously Married","Poverty Index <= 1.3","Covered","1","No","Never true","Never true","No","Yes","At Risk","No","Never","More than Weekly","No","No",1
"1413","older adult","Female","Other","College Graduate or above","Previously Married","Poverty Index in (1.30, 1.85)","Covered","2 to 3","No","Never true","Never true","No","Yes","At Risk","No","Never","More than Weekly","No","No",1
"1414","middle age","Female","Non-Hispanic Black","Some college","Never Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","Yes","At Risk","No","Never","More than Weekly","No","No",1
"1415","older adult","Female","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","Yes","At Risk","No","Never","More than Weekly","No","No",1
"1416","middle age","Female","Non-Hispanic White","College Graduate or above","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","Yes","At Risk","No","Never","More than Weekly","No","No",1
"1417","young adult-2","Female","Non-Hispanic Black","College Graduate or above","Previously Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","Yes","At Risk","No","Never","More than Weekly","No","No",1
"1418","older adult","Female","Hispanic","Less than High School","Previously Married","Poverty Index <= 1.3","Not Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Never","More than Weekly","No","No",1
"1419","middle age","Female","Hispanic","Less than High School","Married","Poverty Index in (1.30, 1.85)","Not Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Never","More than Weekly","No","No",1
"1420","older adult","Female","Non-Hispanic White","Less than High School","Married","Poverty Index <= 1.3","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Never","More than Weekly","No","No",1
"1421","middle age","Female","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Never","More than Weekly","No","No",1
"1422","young adult-2","Female","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Never","More than Weekly","No","No",1
